ID,Economy,Code,Region,Income group,WBL Report Year,WBL INDEX,MOBILITY,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman choose where to live in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,Can women work in jobs deemed dangerous in the same way as men?,Are women able to work in the same industries as men?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,"Can a woman be ""head of household"" or ""head of family"" in the same way as a man?",Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,Does the law prohibit discrimination in access to credit based on gender?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Are periods of absence from work due to childcare accounted for in pension benefits?
BTN1987,Bhutan,BTN,South Asia,Lower middle income,1987,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1988,Bhutan,BTN,South Asia,Lower middle income,1988,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1989,Bhutan,BTN,South Asia,Lower middle income,1989,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1990,Bhutan,BTN,South Asia,Lower middle income,1990,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1991,Bhutan,BTN,South Asia,Lower middle income,1991,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1992,Bhutan,BTN,South Asia,Lower middle income,1992,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1993,Bhutan,BTN,South Asia,Lower middle income,1993,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1994,Bhutan,BTN,South Asia,Lower middle income,1994,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1995,Bhutan,BTN,South Asia,Lower middle income,1995,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1996,Bhutan,BTN,South Asia,Lower middle income,1996,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1997,Bhutan,BTN,South Asia,Lower middle income,1997,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1998,Bhutan,BTN,South Asia,Lower middle income,1998,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN1999,Bhutan,BTN,South Asia,Lower middle income,1999,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2000,Bhutan,BTN,South Asia,Lower middle income,2000,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2001,Bhutan,BTN,South Asia,Lower middle income,2001,55,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2002,Bhutan,BTN,South Asia,Lower middle income,2002,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2003,Bhutan,BTN,South Asia,Lower middle income,2003,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2004,Bhutan,BTN,South Asia,Lower middle income,2004,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2005,Bhutan,BTN,South Asia,Lower middle income,2005,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2006,Bhutan,BTN,South Asia,Lower middle income,2006,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2007,Bhutan,BTN,South Asia,Lower middle income,2007,51.9,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,No,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2008,Bhutan,BTN,South Asia,Lower middle income,2008,66.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,20,No,No,No,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2009,Bhutan,BTN,South Asia,Lower middle income,2009,66.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,20,No,No,No,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2010,Bhutan,BTN,South Asia,Lower middle income,2010,66.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,20,No,No,No,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2011,Bhutan,BTN,South Asia,Lower middle income,2011,69.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2012,Bhutan,BTN,South Asia,Lower middle income,2012,69.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2013,Bhutan,BTN,South Asia,Lower middle income,2013,69.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2014,Bhutan,BTN,South Asia,Lower middle income,2014,71.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2015,Bhutan,BTN,South Asia,Lower middle income,2015,71.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2016,Bhutan,BTN,South Asia,Lower middle income,2016,71.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2017,Bhutan,BTN,South Asia,Lower middle income,2017,71.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2018,Bhutan,BTN,South Asia,Lower middle income,2018,71.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2019,Bhutan,BTN,South Asia,Lower middle income,2019,71.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BTN2020,Bhutan,BTN,South Asia,Lower middle income,2020,71.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,40,No,No,Yes,No,Yes,50,Yes,No,Yes,No,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
BWA1971,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1971,22.5,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,20,Yes,No,No,No,No,25,No,No,Yes,No
BWA1972,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1972,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1973,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1973,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1974,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1974,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1975,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1975,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1976,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1976,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1977,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1977,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1978,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1978,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1979,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1979,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1980,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1980,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1981,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1981,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1982,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1982,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1983,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1983,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1984,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1984,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1985,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1985,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1986,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1986,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1987,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1987,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1988,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1988,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1989,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1989,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1990,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1990,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1991,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1991,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1992,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1992,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1993,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1993,25,50,No,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1994,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1994,28.1,50,No,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1995,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1995,28.1,50,No,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1996,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1996,28.1,50,No,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,25,No,No,Yes,No
BWA1997,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1997,37.5,50,No,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA1998,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1998,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA1999,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1999,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA2000,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2000,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA2001,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2001,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA2002,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2002,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA2003,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2003,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA2004,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2004,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA2005,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2005,40.6,50,No,Yes,Yes,No,0,No,No,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,0,No,No,No,No,No,0,No,No,No,No,40,Yes,No,Yes,No,No,100,Yes,Yes,Yes,Yes
BWA2006,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2006,61.3,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2007,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,61.3,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2008,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,61.3,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2009,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2010,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2010,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2011,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2011,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2012,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2012,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2013,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2013,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2014,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2014,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2015,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2015,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2016,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2016,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2017,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2017,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2018,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2018,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
BWA2019,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2019,63.8,75,No,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes
